% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.806	1	1	81	7	1	6	309	0	0
0.807	1	1	81	8	1	6	309	0	0
0.808	1	1	81	9	1	6	309	0	0
0.809	1	1	81	10	1	6	309	0	0
0.81	1	1	82	1	1	6	309	0	0
0.811	1	1	82	2	1	6	309	0	0
0.816	1	1	82	7	1	6	309	0	0
0.817	1	1	82	8	1	6	309	0	0
0.818	1	1	82	9	1	6	309	0	0
0.819	1	1	82	10	1	6	309	0	0
0.82	1	1	83	1	1	6	309	0	0
0.821	1	1	83	2	1	6	309	0	0
0.822	1	1	83	3	1	6	309	0	0
0.823	1	1	83	4	1	6	309	0	0
0.824	1	1	83	5	1	6	309	0	0
0.829	1	1	83	10	1	6	309	0	0
0.83	1	1	84	1	1	6	309	0	0
0.831	1	1	84	2	1	6	309	0	0
0.832	1	1	84	3	1	6	309	0	0
0.833	1	1	84	4	1	6	309	0	0
0.834	1	1	84	5	1	6	309	0	0
0.835	1	1	84	6	1	6	309	0	0
0.836	1	1	84	7	1	6	309	0	0
0.841	1	1	85	2	1	6	309	0	0
0.842	1	1	85	3	1	6	309	0	0
0.843	1	1	85	4	1	6	309	0	0
0.844	1	1	85	5	1	6	309	0	0
0.845	1	1	85	6	1	6	309	0	0
0.846	1	1	85	7	1	6	309	0	0
0.847	1	1	85	8	1	6	309	0	0
0.848	1	1	85	9	1	6	309	0	0
0.849	1	1	85	10	1	6	309	0	0
0.85	1	1	86	1	1	6	309	0	0
0.851	1	1	86	2	1	6	309	0	0
0.852	1	1	86	3	1	6	309	0	0
0.853	1	1	86	4	1	6	309	0	0
0.854	1	1	86	5	1	6	309	0	0
0.855	1	1	86	6	1	6	309	0	0
0.856	1	1	86	7	1	6	309	0	0
0.857	1	1	86	8	1	6	309	0	0
0.858	1	1	86	9	1	6	309	0	0
0.859	1	1	86	10	1	6	309	0	0
0.86	1	1	87	1	1	6	309	0	0
0.861	1	1	87	2	1	6	309	0	0
0.862	1	1	87	3	1	6	309	0	0
0.863	1	1	87	4	1	6	309	0	0
0.864	1	1	87	5	1	6	309	0	0
0.865	1	1	87	6	1	6	309	0	0
0.866	1	1	87	7	1	6	309	0	0
0.867	1	1	87	8	1	6	309	0	0
0.868	1	1	87	9	1	6	309	0	0
0.869	1	1	87	10	1	6	309	0	0
0.87	1	1	88	1	1	6	309	0	0
0.871	1	1	88	2	1	6	309	0	0
0.872	1	1	88	3	1	6	309	0	0
0.873	1	1	88	4	1	6	309	0	0
0.874	1	1	88	5	1	6	309	0	0
0.875	1	1	88	6	1	6	309	0	0
0.876	1	1	88	7	1	6	309	0	0
0.877	1	1	88	8	1	6	309	0	0
0.878	1	1	88	9	1	6	309	0	0
0.879	1	1	88	10	1	6	309	0	0
0.88	1	1	89	1	1	6	309	0	0
0.881	1	1	89	2	1	6	309	0	0
0.882	1	1	89	3	1	6	309	0	0
0.883	1	1	89	4	1	6	309	0	0
0.884	1	1	89	5	1	6	309	0	0
0.885	1	1	89	6	1	6	309	0	0
0.886	1	1	89	7	1	6	309	0	0
0.887	1	1	89	8	1	6	309	0	0
0.888	1	1	89	9	1	6	309	0	0
0.889	1	1	89	10	1	6	309	0	0
0.89	1	1	90	1	1	6	309	0	0
0.891	1	1	90	2	1	6	309	0	0
0.892	1	1	90	3	1	6	309	0	0
0.893	1	1	90	4	1	6	309	0	0
0.894	1	1	90	5	1	6	309	0	0
0.895	1	1	90	6	1	6	309	0	0
0.896	1	1	90	7	1	6	309	0	0
0.897	1	1	90	8	1	6	309	0	0
0.898	1	1	90	9	1	6	309	0	0
0.899	1	1	90	10	1	6	309	0	0
0.9	1	1	91	1	1	6	309	0	0
0.901	1	1	91	2	1	6	309	0	0
0.902	1	1	91	3	1	6	309	0	0
0.903	1	1	91	4	1	6	309	0	0
0.904	1	1	91	5	1	6	309	0	0
0.905	1	1	91	6	1	6	309	0	0
0.906	1	1	91	7	1	6	309	0	0
0.907	1	1	91	8	1	6	309	0	0
0.908	1	1	91	9	1	6	309	0	0
0.909	1	1	91	10	1	6	309	0	0
0.91	1	1	92	1	1	6	309	0	0
0.911	1	1	92	2	1	6	309	0	0
0.912	1	1	92	3	1	6	309	0	0
0.913	1	1	92	4	1	6	309	0	0
0.914	1	1	92	5	1	6	309	0	0
0.915	1	1	92	6	1	6	309	0	0
0.916	1	1	92	7	1	6	309	0	0
0.917	1	1	92	8	1	6	309	0	0
0.918	1	1	92	9	1	6	309	0	0
0.919	1	1	92	10	1	6	309	0	0
0.92	1	1	93	1	1	6	309	0	0
0.921	1	1	93	2	1	6	309	0	0
0.922	1	1	93	3	1	6	309	0	0
0.923	1	1	93	4	1	6	309	0	0
0.924	1	1	93	5	1	6	309	0	0
0.925	1	1	93	6	1	6	309	0	0
0.926	1	1	93	7	1	6	309	0	0
0.927	1	1	93	8	1	6	309	0	0
0.928	1	1	93	9	1	6	309	0	0
0.929	1	1	93	10	1	6	309	0	0
0.93	1	1	94	1	1	6	309	0	0
0.931	1	1	94	2	1	6	309	0	0
0.932	1	1	94	3	1	6	309	0	0
0.933	1	1	94	4	1	6	309	0	0
0.934	1	1	94	5	1	6	309	0	0
0.935	1	1	94	6	1	6	309	0	0
0.936	1	1	94	7	1	6	309	0	0
0.937	1	1	94	8	1	6	309	0	0
0.938	1	1	94	9	1	6	309	0	0
0.939	1	1	94	10	1	6	309	0	0
0.94	1	1	95	1	1	6	309	0	0
0.941	1	1	95	2	1	6	309	0	0
0.942	1	1	95	3	1	6	309	0	0
0.943	1	1	95	4	1	6	309	0	0
0.944	1	1	95	5	1	6	309	0	0
0.945	1	1	95	6	1	6	309	0	0
0.946	1	1	95	7	1	6	309	0	0
0.947	1	1	95	8	1	6	309	0	0
0.948	1	1	95	9	1	6	309	0	0
0.949	1	1	95	10	1	6	309	0	0
0.95	1	1	96	1	1	6	309	0	0
0.951	1	1	96	2	1	6	309	0	0
0.952	1	1	96	3	1	6	309	0	0
0.953	1	1	96	4	1	6	309	0	0
0.954	1	1	96	5	1	6	309	0	0
0.955	1	1	96	6	1	6	309	0	0
0.956	1	1	96	7	1	6	309	0	0
0.957	1	1	96	8	1	6	309	0	0
0.958	1	1	96	9	1	6	309	0	0
0.959	1	1	96	10	1	6	309	0	0
0.96	1	1	97	1	1	6	309	0	0
0.961	1	1	97	2	1	6	309	0	0
0.962	1	1	97	3	1	6	309	0	0
0.963	1	1	97	4	1	6	309	0	0
0.964	1	1	97	5	1	6	309	0	0
0.965	1	1	97	6	1	6	309	0	0
0.966	1	1	97	7	1	6	309	0	0
0.967	1	1	97	8	1	6	309	0	0
0.968	1	1	97	9	1	6	309	0	0
0.969	1	1	97	10	1	6	309	0	0
0.97	1	1	98	1	1	6	309	0	0
0.971	1	1	98	2	1	6	309	0	0
0.972	1	1	98	3	1	6	309	0	0
0.973	1	1	98	4	1	6	309	0	0
0.974	1	1	98	5	1	6	309	0	0
0.975	1	1	98	6	1	6	309	0	0
0.976	1	1	98	7	1	6	309	0	0
0.977	1	1	98	8	1	6	309	0	0
0.978	1	1	98	9	1	6	309	0	0
0.979	1	1	98	10	1	6	309	0	0
0.98	1	1	99	1	1	6	309	0	0
0.981	1	1	99	2	1	6	309	0	0
0.982	1	1	99	3	1	6	309	0	0
0.983	1	1	99	4	1	6	309	0	0
0.984	1	1	99	5	1	6	309	0	0
0.985	1	1	99	6	1	6	309	0	0
0.986	1	1	99	7	1	6	309	0	0
0.987	1	1	99	8	1	6	309	0	0
0.988	1	1	99	9	1	6	309	0	0
0.989	1	1	99	10	1	6	309	0	0
0.99	1	1	100	1	1	6	309	0	0
0.991	1	1	100	2	1	6	309	0	0
0.992	1	1	100	3	1	6	309	0	0
0.993	1	1	100	4	1	6	309	0	0
0.994	1	1	100	5	1	6	309	0	0
0.995	1	1	100	6	1	6	309	0	0
0.996	1	1	100	7	1	6	309	0	0
0.997	1	1	100	8	1	6	309	0	0
0.998	1	1	100	9	1	6	309	0	0
0.999	1	1	100	10	1	6	309	0	0
1	1	1	101	1	1	6	309	0	0
1.001	1	1	101	2	1	6	309	0	0
1.002	1	1	101	3	1	6	309	0	0
1.003	1	1	101	4	1	6	309	0	0
1.004	1	1	101	5	1	6	309	0	0
1.005	1	1	101	6	1	6	309	0	0
1.006	1	1	101	7	1	6	309	0	0
1.007	1	1	101	8	1	6	309	0	0
1.008	1	1	101	9	1	6	309	0	0
1.009	1	1	101	10	1	6	309	0	0
1.01	1	1	102	1	1	6	309	0	0
1.011	1	1	102	2	1	6	309	0	0
1.012	1	1	102	3	1	6	309	0	0
1.013	1	1	102	4	1	6	309	0	0
1.014	1	1	102	5	1	6	309	0	0
1.015	1	1	102	6	1	6	309	0	0
1.016	1	1	102	7	1	6	309	0	0
1.017	1	1	102	8	1	6	309	0	0
1.018	1	1	102	9	1	6	309	0	0
1.019	1	1	102	10	1	6	309	0	0
1.02	1	1	103	1	1	6	309	0	0
1.021	1	1	103	2	1	6	309	0	0
1.022	1	1	103	3	1	6	309	0	0
1.023	1	1	103	4	1	6	309	0	0
1.024	1	1	103	5	1	6	309	0	0
1.025	1	1	103	6	1	6	309	0	0
1.026	1	1	103	7	1	6	309	0	0
1.027	1	1	103	8	1	6	309	0	0
1.028	1	1	103	9	1	6	309	0	0
1.029	1	1	103	10	1	6	309	0	0
1.03	1	1	104	1	1	6	309	0	0
1.031	1	1	104	2	1	6	309	0	0
1.032	1	1	104	3	1	6	309	0	0
1.033	1	1	104	4	1	6	309	0	0
1.034	1	1	104	5	1	6	309	0	0
1.035	1	1	104	6	1	6	309	0	0
1.036	1	1	104	7	1	6	309	0	0
1.037	1	1	104	8	1	6	309	0	0
1.038	1	1	104	9	1	6	309	0	0
1.039	1	1	104	10	1	6	309	0	0
1.04	1	1	105	1	1	6	309	0	0
1.041	1	1	105	2	1	6	309	0	0
1.042	1	1	105	3	1	6	309	0	0
1.043	1	1	105	4	1	6	309	0	0
1.044	1	1	105	5	1	6	309	0	0
1.045	1	1	105	6	1	6	309	0	0
1.046	1	1	105	7	1	6	309	0	0
1.047	1	1	105	8	1	6	309	0	0
1.048	1	1	105	9	1	6	309	0	0
1.049	1	1	105	10	1	6	309	0	0
1.05	1	1	106	1	1	6	309	0	0
1.051	1	1	106	2	1	6	309	0	0
1.052	1	1	106	3	1	6	309	0	0
1.053	1	1	106	4	1	6	309	0	0
1.054	1	1	106	5	1	6	309	0	0
1.055	1	1	106	6	1	6	309	0	0
1.056	1	1	106	7	1	6	309	0	0
1.057	1	1	106	8	1	6	309	0	0
1.058	1	1	106	9	1	6	309	0	0
1.059	1	1	106	10	1	6	309	0	0
1.06	1	1	107	1	1	6	309	0	0
1.061	1	1	107	2	1	6	309	0	0
1.062	1	1	107	3	1	6	309	0	0
1.063	1	1	107	4	1	6	309	0	0
1.064	1	1	107	5	1	6	309	0	0
1.065	1	1	107	6	1	6	309	0	0
1.066	1	1	107	7	1	6	309	0	0
1.067	1	1	107	8	1	6	309	0	0
1.068	1	1	107	9	1	6	309	0	0
1.069	1	1	107	10	1	6	309	0	0
1.07	1	1	108	1	1	6	309	0	0
1.071	1	1	108	2	1	6	309	0	0
1.072	1	1	108	3	1	6	309	0	0
1.073	1	1	108	4	1	6	309	0	0
1.074	1	1	108	5	1	6	309	0	0
1.075	1	1	108	6	1	6	309	0	0
1.076	1	1	108	7	1	6	309	0	0
1.077	1	1	108	8	1	6	309	0	0
1.078	1	1	108	9	1	6	309	0	0
1.079	1	1	108	10	1	6	309	0	0
1.08	1	1	109	1	1	6	309	0	0
1.081	1	1	109	2	1	6	309	0	0
1.082	1	1	109	3	1	6	309	0	0
1.083	1	1	109	4	1	6	309	0	0
1.084	1	1	109	5	1	6	309	0	0
1.085	1	1	109	6	1	6	309	0	0
1.086	1	1	109	7	1	6	309	0	0
1.087	1	1	109	8	1	6	309	0	0
1.088	1	1	109	9	1	6	309	0	0
1.089	1	1	109	10	1	6	309	0	0
1.09	1	1	110	1	1	6	309	0	0
1.091	1	1	110	2	1	6	309	0	0
1.092	1	1	110	3	1	6	309	0	0
1.093	1	1	110	4	1	6	309	0	0
1.094	1	1	110	5	1	6	309	0	0
1.095	1	1	110	6	1	6	309	0	0
1.096	1	1	110	7	1	6	309	0	0
1.097	1	1	110	8	1	6	309	0	0
1.098	1	1	110	9	1	6	309	0	0
1.099	1	1	110	10	1	6	309	0	0
1.1	1	1	111	1	1	6	309	0	0
1.101	1	1	111	2	1	6	309	0	0
1.102	1	1	111	3	1	6	309	0	0
1.103	1	1	111	4	1	6	309	0	0
1.104	1	1	111	5	1	6	309	0	0
1.105	1	1	111	6	1	6	309	0	0
1.106	1	1	111	7	1	6	309	0	0
1.107	1	1	111	8	1	6	309	0	0
1.108	1	1	111	9	1	6	309	0	0
1.109	1	1	111	10	1	6	309	0	0
1.11	1	1	112	1	1	6	309	0	0
1.111	1	1	112	2	1	6	309	0	0
1.112	1	1	112	3	1	6	309	0	0
1.113	1	1	112	4	1	6	309	0	0
1.114	1	1	112	5	1	6	309	0	0
1.115	1	1	112	6	1	6	309	0	0
1.116	1	1	112	7	1	6	309	0	0
1.117	1	1	112	8	1	6	309	0	0
1.118	1	1	112	9	1	6	309	0	0
1.119	1	1	112	10	1	6	309	0	0
1.12	1	1	113	1	1	6	309	0	0
1.121	1	1	113	2	1	6	309	0	0
1.122	1	1	113	3	1	6	309	0	0
1.123	1	1	113	4	1	6	309	0	0
1.124	1	1	113	5	1	6	309	0	0
1.125	1	1	113	6	1	6	309	0	0
1.126	1	1	113	7	1	6	309	0	0
1.127	1	1	113	8	1	6	309	0	0
1.128	1	1	113	9	1	6	309	0	0
1.129	1	1	113	10	1	6	309	0	0
1.13	1	1	114	1	1	6	309	0	0
1.131	1	1	114	2	1	6	309	0	0
1.132	1	1	114	3	1	6	309	0	0
1.133	1	1	114	4	1	6	309	0	0
1.134	1	1	114	5	1	6	309	0	0
1.135	1	1	114	6	1	6	309	0	0
1.136	1	1	114	7	1	6	309	0	0
1.137	1	1	114	8	1	6	309	0	0
1.138	1	1	114	9	1	6	309	0	0
1.139	1	1	114	10	1	6	309	0	0
1.14	1	1	115	1	1	6	309	0	0
1.141	1	1	115	2	1	6	309	0	0
1.142	1	1	115	3	1	6	309	0	0
1.143	1	1	115	4	1	6	309	0	0
1.144	1	1	115	5	1	6	309	0	0
1.145	1	1	115	6	1	6	309	0	0
1.146	1	1	115	7	1	6	309	0	0
1.147	1	1	115	8	1	6	309	0	0
1.148	1	1	115	9	1	6	309	0	0
1.149	1	1	115	10	1	6	309	0	0
1.15	1	1	116	1	1	6	309	0	0
1.151	1	1	116	2	1	6	309	0	0
1.152	1	1	116	3	1	6	309	0	0
1.153	1	1	116	4	1	6	309	0	0
1.154	1	1	116	5	1	6	309	0	0
1.155	1	1	116	6	1	6	309	0	0
1.156	1	1	116	7	1	6	309	0	0
1.157	1	1	116	8	1	6	309	0	0
1.158	1	1	116	9	1	6	309	0	0
1.159	1	1	116	10	1	6	309	0	0
1.16	1	1	117	1	1	6	309	0	0
1.161	1	1	117	2	1	6	309	0	0
1.162	1	1	117	3	1	6	309	0	0
1.163	1	1	117	4	1	6	309	0	0
1.164	1	1	117	5	1	6	309	0	0
1.165	1	1	117	6	1	6	309	0	0
1.166	1	1	117	7	1	6	309	0	0
1.167	1	1	117	8	1	6	309	0	0
1.168	1	1	117	9	1	6	309	0	0
1.169	1	1	117	10	1	6	309	0	0
1.17	1	1	118	1	1	6	309	0	0
1.171	1	1	118	2	1	6	309	0	0
1.172	1	1	118	3	1	6	309	0	0
1.173	1	1	118	4	1	6	309	0	0
1.174	1	1	118	5	1	6	309	0	0
1.175	1	1	118	6	1	6	309	0	0
1.176	1	1	118	7	1	6	309	0	0
1.177	1	1	118	8	1	6	309	0	0
1.178	1	1	118	9	1	6	309	0	0
1.179	1	1	118	10	1	6	309	0	0
1.18	1	1	119	1	1	6	309	0	0
1.181	1	1	119	2	1	6	309	0	0
1.182	1	1	119	3	1	6	309	0	0
1.183	1	1	119	4	1	6	309	0	0
1.184	1	1	119	5	1	6	309	0	0
1.185	1	1	119	6	1	6	309	0	0
1.186	1	1	119	7	1	6	309	0	0
1.187	1	1	119	8	1	6	309	0	0
1.188	1	1	119	9	1	6	309	0	0
1.189	1	1	119	10	1	6	309	0	0
1.19	1	1	120	1	1	6	309	0	0
1.191	1	1	120	2	1	6	309	0	0
1.192	1	1	120	3	1	6	309	0	0
1.193	1	1	120	4	1	6	309	0	0
1.194	1	1	120	5	1	6	309	0	0
1.195	1	1	120	6	1	6	309	0	0
1.196	1	1	120	7	1	6	309	0	0
1.197	1	1	120	8	1	6	309	0	0
1.198	1	1	120	9	1	6	309	0	0
1.199	1	1	120	10	1	6	309	0	0
1.2	1	1	121	1	1	6	309	0	0
1.201	1	1	121	2	1	6	309	0	0
1.202	1	1	121	3	1	6	309	0	0
1.203	1	1	121	4	1	6	309	0	0
1.204	1	1	121	5	1	6	309	0	0
1.205	1	1	121	6	1	6	309	0	0
1.206	1	1	121	7	1	6	309	0	0
1.207	1	1	121	8	1	6	309	0	0
1.208	1	1	121	9	1	6	309	0	0
1.209	1	1	121	10	1	6	309	0	0
1.21	1	1	122	1	1	6	309	0	0
1.211	1	1	122	2	1	6	309	0	0
1.212	1	1	122	3	1	6	309	0	0
1.213	1	1	122	4	1	6	309	0	0
1.214	1	1	122	5	1	6	309	0	0
1.215	1	1	122	6	1	6	309	0	0
1.216	1	1	122	7	1	6	309	0	0
1.217	1	1	122	8	1	6	309	0	0
1.218	1	1	122	9	1	6	309	0	0
1.219	1	1	122	10	1	6	309	0	0
1.22	1	1	123	1	1	6	309	0	0
1.221	1	1	123	2	1	6	309	0	0
1.222	1	1	123	3	1	6	309	0	0
1.223	1	1	123	4	1	6	309	0	0
1.224	1	1	123	5	1	6	309	0	0
1.225	1	1	123	6	1	6	309	0	0
1.226	1	1	123	7	1	6	309	0	0
1.227	1	1	123	8	1	6	309	0	0
1.228	1	1	123	9	1	6	309	0	0
1.229	1	1	123	10	1	6	309	0	0
1.23	1	1	124	1	1	6	309	0	0
1.231	1	1	124	2	1	6	309	0	0
1.232	1	1	124	3	1	6	309	0	0
1.233	1	1	124	4	1	6	309	0	0
1.234	1	1	124	5	1	6	309	0	0
1.235	1	1	124	6	1	6	309	0	0
1.236	1	1	124	7	1	6	309	0	0
1.237	1	1	124	8	1	6	309	0	0
1.238	1	1	124	9	1	6	309	0	0
1.239	1	1	124	10	1	6	309	0	0
1.24	1	1	125	1	1	6	309	0	0
1.241	1	1	125	2	1	6	309	0	0
1.242	1	1	125	3	1	6	309	0	0
1.243	1	1	125	4	1	6	309	0	0
1.244	1	1	125	5	1	6	309	0	0
1.245	1	1	125	6	1	6	309	0	0
1.246	1	1	125	7	1	6	309	0	0
1.247	1	1	125	8	1	6	309	0	0
1.248	1	1	125	9	1	6	309	0	0
1.249	1	1	125	10	1	6	309	0	0
1.25	1	1	126	1	1	6	309	0	0
1.251	1	1	126	2	1	6	309	0	0
1.252	1	1	126	3	1	6	309	0	0
1.253	1	1	126	4	1	6	309	0	0
1.254	1	1	126	5	1	6	309	0	0
1.255	1	1	126	6	1	6	309	0	0
1.256	1	1	126	7	1	6	309	0	0
1.257	1	1	126	8	1	6	309	0	0
1.258	1	1	126	9	1	6	309	0	0
1.259	1	1	126	10	1	6	309	0	0
1.26	1	1	127	1	1	6	309	0	0
1.261	1	1	127	2	1	6	309	0	0
1.262	1	1	127	3	1	6	309	0	0
1.263	1	1	127	4	1	6	309	0	0
1.264	1	1	127	5	1	6	309	0	0
1.265	1	1	127	6	1	6	309	0	0
1.266	1	1	127	7	1	6	309	0	0
1.267	1	1	127	8	1	6	309	0	0
1.268	1	1	127	9	1	6	309	0	0
1.269	1	1	127	10	1	6	309	0	0
1.27	1	1	128	1	1	6	309	0	0
1.271	1	1	128	2	1	6	309	0	0
1.272	1	1	128	3	1	6	309	0	0
1.273	1	1	128	4	1	6	309	0	0
1.274	1	1	128	5	1	6	309	0	0
1.275	1	1	128	6	1	6	309	0	0
1.276	1	1	128	7	1	6	309	0	0
1.277	1	1	128	8	1	6	309	0	0
1.278	1	1	128	9	1	6	309	0	0
1.279	1	1	128	10	1	6	309	0	0
1.28	1	1	129	1	1	6	309	0	0
1.281	1	1	129	2	1	6	309	0	0
1.282	1	1	129	3	1	6	309	0	0
1.283	1	1	129	4	1	6	309	0	0
1.284	1	1	129	5	1	6	309	0	0
1.285	1	1	129	6	1	6	309	0	0
1.286	1	1	129	7	1	6	309	0	0
1.287	1	1	129	8	1	6	309	0	0
1.288	1	1	129	9	1	6	309	0	0
1.289	1	1	129	10	1	6	309	0	0
1.29	1	1	130	1	1	6	309	0	0
1.291	1	1	130	2	1	6	309	0	0
1.292	1	1	130	3	1	6	309	0	0
1.293	1	1	130	4	1	6	309	0	0
1.294	1	1	130	5	1	6	309	0	0
1.295	1	1	130	6	1	6	309	0	0
1.296	1	1	130	7	1	6	309	0	0
1.297	1	1	130	8	1	6	309	0	0
1.298	1	1	130	9	1	6	309	0	0
1.299	1	1	130	10	1	6	309	0	0
1.3	1	1	131	1	1	6	309	0	0
1.301	1	1	131	2	1	6	309	0	0
1.302	1	1	131	3	1	6	309	0	0
1.303	1	1	131	4	1	6	309	0	0
1.304	1	1	131	5	1	6	309	0	0
1.305	1	1	131	6	1	6	309	0	0
1.306	1	1	131	7	1	6	309	0	0
1.307	1	1	131	8	1	6	309	0	0
1.308	1	1	131	9	1	6	309	0	0
1.309	1	1	131	10	1	6	309	0	0
1.31	1	1	132	1	1	6	309	0	0
1.311	1	1	132	2	1	6	309	0	0
1.312	1	1	132	3	1	6	309	0	0
1.313	1	1	132	4	1	6	309	0	0
1.314	1	1	132	5	1	6	309	0	0
1.315	1	1	132	6	1	6	309	0	0
1.316	1	1	132	7	1	6	309	0	0
1.317	1	1	132	8	1	6	309	0	0
1.318	1	1	132	9	1	6	309	0	0
1.319	1	1	132	10	1	6	309	0	0
1.32	1	1	133	1	1	6	309	0	0
1.321	1	1	133	2	1	6	309	0	0
1.322	1	1	133	3	1	6	309	0	0
